starttime	seconds	ctime	dtime	ttime	wait
Sat Jan 20 08:28:58 2018	1516436938	712	181	893	174
Sat Jan 20 08:28:54 2018	1516436934	377	516	893	424
Sat Jan 20 08:30:28 2018	1516437028	644	249	893	245
Sat Jan 20 08:29:51 2018	1516436991	208	685	893	306
Sat Jan 20 08:30:19 2018	1516437019	530	364	894	273
Sat Jan 20 08:30:16 2018	1516437016	678	216	894	210
Sat Jan 20 08:28:41 2018	1516436921	252	642	894	505
Sat Jan 20 08:28:54 2018	1516436934	472	422	894	374
Sat Jan 20 08:29:53 2018	1516436993	325	569	894	417
Sat Jan 20 08:29:46 2018	1516436986	680	214	894	189
Sat Jan 20 08:28:35 2018	1516436915	230	664	894	659
Sat Jan 20 08:30:10 2018	1516437010	432	462	894	412
Sat Jan 20 08:28:54 2018	1516436934	377	517	894	425
Sat Jan 20 08:30:10 2018	1516437010	689	206	895	154
Sat Jan 20 08:28:54 2018	1516436934	473	422	895	356
Sat Jan 20 08:30:19 2018	1516437019	531	364	895	273
Sat Jan 20 08:28:54 2018	1516436934	474	420	895	355
Sat Jan 20 08:28:54 2018	1516436934	378	517	895	424
Sat Jan 20 08:29:23 2018	1516436963	637	258	895	225
Sat Jan 20 08:28:54 2018	1516436934	377	518	895	436
Sat Jan 20 08:28:54 2018	1516436934	675	220	895	182
Sat Jan 20 08:28:54 2018	1516436934	376	519	895	436
Sat Jan 20 08:28:54 2018	1516436934	378	517	895	424
Sat Jan 20 08:28:41 2018	1516436921	254	642	895	505
Sat Jan 20 08:28:24 2018	1516436904	85	810	895	767
Sat Jan 20 08:30:19 2018	1516437019	531	364	895	273
Sat Jan 20 08:28:54 2018	1516436934	378	518	895	425
Sat Jan 20 08:30:19 2018	1516437019	531	364	895	273
Sat Jan 20 08:28:54 2018	1516436934	377	518	895	436
Sat Jan 20 08:29:51 2018	1516436991	527	369	896	342
Sat Jan 20 08:29:51 2018	1516436991	525	370	896	352
